mbid,total_listen_count,total_user_count
05ca69bd-cc83-4228-b8c0-74c7fcfd01d7,10263,2464
d8b6fdbe-a791-4a35-ba6e-35d8c4067eee,8168,2002
83a836b3-97b1-4d34-81bd-6ceed6a5b755,9014,2470
03667667-13e3-40e8-9c18-5ff2924e330a,8641,2067
0ec97028-4833-48d9-91d5-0bdecb0a05b4,10543,2550
2e26b65a-8e08-4139-a960-24caed9eb91c,56469,7671
4556417b-40d3-4af5-bc53-d7f0a1ffbc48,11221,1771
5cac75dd-e671-4197-9426-bdcb12436d25,4786,1440
35b12ff1-f630-40c8-8dc0-477f62eec223,1010,265
f7000217-8c91-44f6-9d0b-0c2488b3bf76,10781,2454
f45dc76b-998e-4feb-8d81-e812bdde787a,10250,1896
0c6271e4-fe45-4d93-80d2-f558d8904b66,8651,2352
e5ddf882-bc66-4364-8ff1-2e7b54689561,44349,7236
3e91c02f-b12e-483d-8a1c-66a374a23941,30884,5356
177d029d-b580-4836-8de9-557c19d94844,15453,2749
4355f802-4a18-4cca-8e23-fb7c78a15268,14066,3321
3c45a25b-bc51-4e61-9b79-40d4ef601584,7382,1680
603d6ff2-6987-49b0-9de8-5531062b4752,1731,639
7bf0f374-e32b-46db-a8ce-76d0adcfb8bc,6219,2164
e19d6cf9-1460-4614-8878-626f7b605fa3,17615,3397
7b404bff-e402-4d96-a309-a231163fd613,59627,10225
97b078b1-653a-4bd2-9ebf-d744fe974da7,5000,1629
ec71dc2a-82cc-4e48-acbe-6f45721e16d9,8347,1739
97e6aee2-0929-4a37-8a20-106e51928bb4,918,235
fd4daee6-4fe6-496a-8b8e-e9775d0766ee,15833,2382
afac793b-d95d-470c-9289-72c0e86e7482,9379,1819
1a826450-7083-4426-badf-5da160717079,37958,7198
00089721-6731-4a0d-9bde-a8f7822a20c9,29639,5966
066c0a21-dada-4802-a47d-c0af6d547817,23922,4748
ae979aed-aa5c-4163-9ba8-2143de59ce68,8180,1662
e51f5751-efed-4b50-a268-b0d914eb3e65,7327,1624
761bb15b-7432-4c08-ab9d-b0c75cfdbcf8,33117,6510
df93849f-eb02-401c-ba81-e7a898fcbe23,4294,1419
2caa2feb-8bce-4046-a193-425ecab83ebd,12157,3061
c0d2c03d-3e5a-4523-a37f-95682aa32cf0,63271,10211
ce7c6c21-f5f4-4ab6-9ab9-d1ef32c65c8b,9586,2131
a54967fe-575b-44a5-8715-18178a269aab,6963,1676
e33b0fb3-c4d7-4f75-86ba-2c7e0e45cdfd,18270,3396
e5b8a8ae-f9a3-44d8-99ec-8ebaaea38a3e,4564,1116
f71b3981-2070-40c9-bb99-2d35df5e1620,3335,1022
8d728830-bfa6-4cc8-a3ec-9b88d49758a8,9,6
1afbe82e-0d04-4b15-ad2f-2678cc4ab7c9,6698,1334
2054fe97-47c1-4795-923d-e6ef75b944ff,64817,8464
b15d7e23-3075-4c97-99f0-f6ddf1da6447,49243,7344
6ae3253a-da12-4100-a8c3-7f1781f12c35,27494,4022
9ace92df-9605-4e6b-86f1-35c7217a1adb,10719,1306
493901f0-93be-40fc-a8b9-fa0553830dcf,7250,1733
8e903cae-f829-46e9-b7de-a0902c9daecb,3952,1159
7a88533a-b8ca-4c5d-94e2-46e155d20436,3709,1116
f13053f8-6964-4e78-a531-7c4fafbf7a91,8041,1501
b9017465-e8d1-48f5-8878-b07b057aa9e2,17743,2680
6a377965-7171-4644-b7be-fcc3caf5c635,4852,698
6beee20b-cb20-4579-a8a6-3a4c735a926d,14258,3470
fbe34171-0f6b-4a2e-94d1-7cc6401a2315,158,20
98be2254-20fe-4666-be2c-becad8cb853d,14138,3421
c6988cbe-016a-4161-8330-42dcc4860234,4830,1382
afac8acb-8e18-4687-8575-680dafc97866,143,41
a97848d3-fee7-42ea-a962-95f8924a19a0,25677,6071
4995a774-878d-465d-9d9a-791754b9275c,4221,1429
0d9af4fb-ca32-4ac4-9e45-c616884342c6,19320,5070
25b5cd05-a1e8-40e2-9232-bca687bffa19,3310,725
76c266b6-0cf2-4e48-9c6e-66b4e6147689,2007,569
8d1e883e-5aa2-4da5-b5e3-889fbe219d3d,2936,778
ca306323-d62c-478c-967b-efa7034d2221,19970,4745
c5c57d06-12ba-435f-96cb-72ed62091ab7,21679,4856
dac7c002-432f-4dcb-ad57-5ebde8e258b0,3378,607
ffdbd597-799e-4ff3-9f89-f3dde5d2cb40,29220,5579
fea7ce79-a488-4fde-9f5a-ae9bdf7027b5,598970,47473
e4ba3153-4e1c-4ee2-b4b7-03fcc7ff5b37,10588,2127
807d9d4d-d4a8-4135-9df0-4c1c403e2532,3,3
35fb2014-791a-4e52-a90d-0559ddc612fa,3048,734
549c6f6a-e67d-4d4c-b0b7-26bf48979116,1503,458
cd89408c-5f75-437b-b0d0-6ccb3e0dcd19,9088,2042
327a96e5-614f-4aba-aafb-3f9d2bb5fe46,1449,506
0a995842-038a-48ce-95e7-84c764f5fd1f,68604,9006
d75f80bf-d677-408d-aa8b-c6972b00f84f,20309,3494
96f88cef-b71d-45eb-b696-0a8f84928906,2549,676
833d3ef3-5e08-47aa-8e7d-2e64228dbfba,534,154
f94b5474-10d6-4132-b924-19618ac7d5bf,33,12
b64d73fa-bc34-4dd5-b4ab-d8b62ee6e8e2,8213,1692
ddc71626-52f7-4db8-9459-4833a356d4b3,13303,1679
c012488f-dcd1-4b33-93f6-03945ffaff8b,89,37
0f08b744-1621-4dde-b410-176caa95620c,4597,967
8c09b022-8212-41e5-bb8a-99110526bfad,4386,974
b558e60f-f58e-4bc1-95cb-9c4c1c0fabca,8918,2730
2d377a51-7aec-471f-aa2c-87f0cb36e011,17202,3307
72d4232c-f70e-4083-af01-c78d1bb45cab,8658,2056
c98da376-6e46-4ab4-a590-63015fd04c9e,7245,1631
18546526-abf2-4a44-b176-e3953ee90733,18074,2785
b6d247ce-447d-4332-9352-a654179d9d74,33627,4754
ce90157b-58ea-4ba1-954a-8592cce5762a,2640,780
6be74fbd-6653-4d7a-8f58-a252229ca453,12,5
60abde9c-3ea9-40a0-9c36-df1b8f996b77,30668,5317
651ccbd8-ff13-473e-9c4b-e00e35cc79ed,30399,5621
05018a0f-f7eb-4762-9c59-787d9c37267f,14781,2425
6f100282-3f45-498d-9fa6-7e30721b4a65,4262,1219
ded13d0f-6f35-477a-a916-5c42148a23a1,423,133
2110b7a6-50df-4910-8b9f-430a1538b257,308,95
720ec30a-9512-4f0f-be86-88f222e9a904,3,3
89d92525-6009-410c-9654-b62345af21d7,6051,1204
2a4df570-8369-4304-9126-972a280d46fe,6158,1364
33555c81-cbdc-4f62-a6c0-77087252b95e,21974,3573
c77cb527-5b3f-4ba1-b1c8-6d169b128f44,569,181
f18ee4e9-c15a-4dce-a8b0-959ea7aface1,1081,178
9c87f692-e3aa-4203-9fbe-5e3526ad9209,12584,2490
2acfe775-093b-444f-b2fa-7d05daa03420,6940,1681
961a9d33-d7f0-475f-90a2-619d1a7c07db,8124,1860
201816e1-5d0a-4fe4-9cf8-c2bc4eb659af,7846,1533
554e57ac-76d7-488f-9a60-1193f6a8fb8a,160375,16567
e9ca8b01-e421-48be-8069-764dc7e5a236,18058,3067
ad0049a9-be4d-4634-a9cd-d7c02583dfb9,10864,2197
cad531ea-235c-490c-845d-25df302bc288,15528,2449
18036c9c-7dd7-4d38-a81f-d58a8658dfc2,7175,2286
7b771878-75f7-4041-ae9c-9a04618e097c,4068,874
7efb64ee-c06f-49db-bbfc-798cb1f0bcdb,8025,1488
847e4c55-736c-4e68-85d0-35665621e999,13170,2775
1e50e1ae-56e1-4091-b175-09074ddb6ec5,25455,3212
f563411d-745a-42a9-a2b8-d9eaff8ecc9c,3508,715
ce9562b9-6763-469f-ace0-d3b28d9868ae,9702,1878
3ecfa8d7-4728-4d0d-8651-0e24908d730a,15,8
965804bc-0582-4186-b95d-07213fac4e03,13664,3153
9d8e0457-b5ca-4966-a93b-243cae02a93d,1569,369
e813906b-f95f-4ca1-a184-3455d74e641c,1399,204
681d6be3-d424-45c5-bda7-d6e88674b8a0,30486,3443
8cb6676c-ca2c-4712-aa7d-3273184985bb,29868,3804
9367ba13-46b6-487b-bd0c-1260a946c7bb,4040,1179
b932217a-9998-476c-b711-de8b2462e161,7778,1139
6bb8ec9d-1875-42e2-970d-0f448afabe3d,18211,3337
a445886a-3b33-4a74-85fd-806ac6847f29,16885,3366
d04a96c7-b952-4177-a02b-f51b16222830,4041,1064
bf28d7e5-399f-49c3-a245-2ff993986c67,6557,1163
9d31fee8-d406-49d8-82a6-f695f1ae3bc9,17041,3189
c2bf388d-1440-449b-aae7-81de139a3698,5056,854
de4f84e1-6023-4251-b40e-13180d5b60be,14142,3662
408661b3-393d-41ad-ae67-5c8095ac24ae,6819,1433
96005a69-1c05-4c69-a0a1-2b18dcf64ba7,1511,400
f8336776-941c-41fd-9d95-8355e2d1dc44,12810,3986
18fd83b1-2944-449d-b0ba-15bc1bec25ef,53562,4042
8e1f5409-ead0-4823-90ab-cc7bb0fa596e,2881,773
6b4123cf-4eda-4d81-a3de-f2f9e3268b12,3053,920
a126ddcf-9fca-4c77-828c-d918ee4afe7f,2318,681
5beb0ad6-1205-41a3-b37c-ad948dcf8851,1904,420
dbf03695-4cc2-452b-896a-fbcba0ce47b0,18257,4378
fe9c3bdc-be49-43ed-be9a-dc3461332dd0,50426,11055
46b63380-f46d-4ed9-979d-31a71049120b,49625,10467
84085138-ac2a-46ea-9ae0-5d39b7f9b730,14257,3483
2d081796-62b1-4263-bd56-3cbe3ec45098,9107,2397
3bd16e97-c4fa-4716-9136-1b4e74e79029,33341,5820
e800187f-5a4a-4e76-8cdc-ea1cab05ca7e,24598,4677
c84933d3-ae1e-4b0a-97e3-d83ff5be9d06,21353,5759
a230db29-6152-40b4-b646-834e7e8e14c3,30107,6696
3acb7d57-eb64-4853-a24d-9ef6796b0aa1,13363,2160
e4b155e3-2345-48c8-8271-55fe4a6b4e44,12639,2979
03a64e3c-42a8-4983-9d8b-3888cee00dc3,10363,1517
966fcad4-d534-4ffc-8906-aa3b2ea06bf1,50077,8809
122e1c65-5fc9-4a7e-a6e2-8b0a7bcf0acc,22206,4769
4fb30f9a-45fb-47f7-96c8-9d7fdfc15828,128020,13834
efd81246-a53e-453f-881d-fd84f8ac0aa1,87182,9275
8da69fdb-5f1c-491a-b5a7-de1f5cc0fb18,37885,6801
bfe51fa3-b388-4da0-800d-02557a08f4d1,3457,1539
830292dc-5c55-4b75-880b-99e2a7a3c30a,3317,1444
07069b15-609e-444b-87d4-3cc1d89c3406,6216,1079
d14571e2-7fda-4b19-b977-025a4f334ff2,13893,1948
b173b3e2-73c4-4cda-82fc-ea11e13675ff,3870,1666
f8c35249-bb43-4dc9-97f9-78bf6b701272,5826,1075
b1642feb-eeae-4e14-a1df-4a0d0953278c,22659,2581
886f60ba-e414-41dc-943f-2cdbab538255,7010,1217
3fb7c34d-faf6-4bfc-8830-b1035fb98a58,9757,2289
f1ec1f0e-bb3f-48df-8e5b-5c2fde9e7246,868,338
30f3bf1f-16a2-4022-9ffb-b31568d39fe6,862,312
ac7cd52d-dfa0-4c8a-8982-35c73be936fe,826,292
eb9b4162-0424-4207-bfe9-efa9428f4bcb,10523,2161
ed38e5f8-ebc1-48f3-8eac-0c37edaccaf7,15486,3930
5abcef40-84f4-487d-91b6-3032b9d301dc,8198,2651
f8afe243-5052-4e37-a281-a2215ed5efe7,110,27
760b081e-b459-4d70-a55a-f93841c0c352,284,57
5a079115-c964-419d-92be-3a06fe59b763,211,73
00723849-dd1d-4e1d-9607-b69bf941fdef,263,89
7d69360c-824e-4cd5-a246-c41a5c997e0c,527,79
9424c2ec-0b59-46b8-a3a4-21af5882ea30,16037,2003
ca2f8b43-a6ef-4d8f-b695-19a3e7c1eb48,16885,4433
d4edbc38-03b3-48d2-9067-928809ced7f2,15979,4107
67505b7e-fea0-4d18-a10b-fa33a18af947,8591,1953
dd9b58fe-75d0-4117-badd-f80b0e78b110,6036,1532
e50c4978-f705-4b60-95a3-e6d5d3201ad9,11563,2293
f61f936c-b21a-474c-8f2d-560340aa7599,24315,4159
d1193b23-79a8-4e26-8303-719be106225c,15728,2568
431b072a-125e-446c-8c18-0261881d3224,13588,3561
fa4b3fd9-1f62-4d41-8c60-05861b3315f3,634,252
72df9a28-496d-4da4-9962-20032800f7e2,626,270
bbc919c8-1a97-4062-8bf7-9338f72dea70,98,38
c2d304b3-3e1e-489e-98ea-7f64c6b974d8,3523,581
22a5dc14-1fd9-411f-a592-6aaf1aef4f49,999,223
9a81728e-0e63-4c8d-8df9-38172bb4fcd9,70,29
ee4dc174-33c8-418a-8aee-bd402da5f1dd,1882,355
f92120da-919e-4844-acdc-e7a2f80fc54e,43508,8879
8031a431-ac6c-4b74-bc30-bfdf1c187f5a,6775,1017
49695f63-ea4c-466c-9005-daff554a4c9e,939,364
5536f955-d1be-48ef-b55e-94dde0eae73b,34894,8315
c0b46bbe-d961-4811-9242-3c18e04f5679,6778,1499
993239ad-b4d5-4dc4-8b78-a226a3c7093a,9193,1836
daf76a8a-8183-4fb2-972d-9eb496cc19fc,32864,6141
a38872ed-0a3c-4cc2-8043-979ce26f8569,10125,3279
0a559105-72c4-479d-b152-f125b3ee0715,30136,7089
a0823bdc-6fdd-4456-899a-70c4e59206f2,6986,1905
568ecce1-d3fa-4928-8bf9-b7e88448182e,3,3
da97a741-3410-44e7-887b-c75de3130062,80190,13507
3c32abf7-ec85-42e3-ae45-960fff19bf32,6548,1473
d1037059-7c81-48e1-9dec-b7a15ab78ccc,4710,1202
7e0d2383-3394-4f07-ae99-234941bf68b0,3331,952
18421846-c08b-400c-ae24-79ff05cb0734,8694,1270
0d2a8f94-4005-473c-844c-ad16cc88ff67,4532,859
03fbed1c-22c8-4119-8708-3ae95c3eeaa4,4137,789
da942a21-3c72-439d-8f08-e26c7189a163,10160,2621
ab5efae1-727e-4f66-b65d-ed423f67a673,20321,5991
db327dc5-2771-4180-8efd-4d9f560c8037,7084,2473
c1ff25f1-30b3-4e15-b2f0-2bd6bb79a236,3173,1068
0f4a0919-efa2-4672-8bbf-34691103b5a0,1719,612
542ff482-db4a-42db-828d-8d1ff486259a,1115,465
f8865474-a821-46f6-8502-0a1c21ff1ee3,809,282
2055474b-a0c2-4a81-8171-80d1843baf71,7355,1882
ac00808d-3914-4860-b49c-24fcc03b1540,9086,1640
6c2787c2-fd67-4751-b06d-872c89085be9,27014,6357
a4a49c00-bb89-4cd4-ae9c-9c96e8187cb1,15261,2717
37b45258-a497-49a1-8665-18431bd59113,4462,797
fcfce399-5ea4-4fb2-8dc8-190ced450b1f,4820,894
e5cb6e2c-2266-4818-ae80-4816a83f3f2b,9703,2575
3a167042-2728-453a-b425-0f4ebcfb794f,27,15
fd05e1aa-e70c-4f0b-988e-e4f7939e2469,102272,21200
b98fd8d0-f769-4056-83d8-21ebb04afad0,10395,2430
3534c824-935c-4314-ad9d-2b5b75d2b6f3,3164,991
432399a0-a069-4652-88a5-9308ab084be9,3735,1176
33d9c122-ebce-4d90-a4d2-817e1a0adf95,5154,1037
1d78928a-aab4-467d-8f66-e60bc188fa30,8047,2424
ec86b8f6-02d4-4d64-ab72-e981686f7e7b,3558,721
292d7078-1ab5-49e4-9fb0-6037ddc01860,3672,730
f3413811-06a8-4d1c-bec7-fa1ca47ad971,3275,814
35c6621e-9ff0-472a-a8dd-eda491038588,5384,2089
aca5e6d5-1ee6-4237-8350-caaa0471cbf5,1660,469
aa403441-546e-4ad7-9883-78e35b14ca58,3544,1273
58ea0ac8-ed07-425a-b53b-d9c380ac361b,42354,7236
5bd2ccbd-2a58-4f9b-aba9-528de230d1a3,3507,1094
c2d20d0a-0e48-4bea-b51f-cdb1cd138df7,11763,3903
857a5b10-61a5-48f8-ae3b-ddf3db0fca3d,13292,3173
c7857123-08b2-490b-8a7b-d3842f05ffea,36,18
0f431054-a93c-4e3b-9e71-df9f6037eacf,2,2
8cac48f1-3e80-48d4-b628-15c659fbdaa5,3887,977
c5d08a35-f722-4e3f-8625-006c13791b21,3299,708
d5ed6713-e43e-4512-90d5-465215cd6144,190390,25424
14a7575d-7f4b-4002-943e-5bd1a8804524,19927,3430
7534c679-e5a9-4fed-a585-761981137a3b,7165,1503
0d85e019-c91b-4fe0-98d8-198edb0e93dc,3309,950
752dd72c-f73a-40fe-84ed-2f4aacda8dfe,18753,3927
846fb13d-f3fd-4005-bfe0-07ee7e4252a0,21865,4556
1a44e3bd-74ed-464e-abfc-039b3ae1c7bb,5418,1117
12e06ffd-1bb6-4e91-9171-fa2770c62635,816,351
620142e2-77c4-4a2f-8319-f503ffc8bd6c,9395,2003
c5c1f0a8-8c05-4174-959a-ddc399d2901e,6631,1377
2e0f1dfd-a982-48c8-b304-de829c7e28f1,6012,1302
dc3d366d-c16c-489c-83d1-a6369dc008b4,6113,1301
214a9488-bbbf-4632-808b-c1b69dc856f5,4857,1018
4e3fde3b-5299-4a98-8fb8-ad84450d5e04,1837,635
3a39a109-b33c-4f8f-87de-55f9ec36b64c,5381,938
19ef1c1d-d5ed-4bef-95a4-dbca285c25b3,473,180
55fd6929-808c-4f11-b688-26924d18a894,10871,2211
385b4a9c-c712-4229-94b3-e2fcc0afabf3,1022,308
0f38823e-abf0-4376-aed7-142b72b32ff1,1418,424
e3e2a519-bb61-4767-a157-d4abc2ae11f1,426,161
ea178e07-6776-498d-833d-2ecc738f7d12,2209,462
b753eb34-d790-4a03-85e2-0230e6a4aab1,3773,1102
b752c9c5-1667-4767-8cb8-a9b71cd5aec8,20827,3571
0fcb0f09-6a39-47a5-a32e-327382b9b7ec,6873,1241
b2e0449b-8830-4228-81d4-bc7f27a5c2e9,339,88
a612ede2-4238-4dec-959e-94e091246fa7,4732,1140
360489f0-c505-45a2-858b-291d52ac79f8,21,14
ebc7e5a0-73dc-4948-ba9d-6f660da52249,1604,409
c638c63d-0f04-4dc8-97f9-8319f9f213f7,2655,629
4720624a-004b-4160-81e0-ab1b48170565,44,20
93dc03f2-a58b-42c0-878a-d45b3989d8f6,3591,805
76dee373-9fad-4952-ab67-42b1a40ea994,5339,1679
b6c2700c-938a-4f56-904f-17739020288b,6193,2018
c3051c9e-c8e9-44c7-9941-933acd2ccfc1,451,233
e3cb6d6d-3df2-4582-af1e-45ee15c51cd1,366,211
51b96187-3174-4969-ae94-e8df2796f9fb,4230,1163
75e2d4ca-ce79-49f8-a5eb-9af9976aad8a,4714,1133
ef95e7c6-3478-48c3-acd2-6980c933b2dd,5337,1849
656d5cd0-6af2-4dc8-a939-809e59531b6f,1170,283
93368bd0-e2f5-475d-a45b-f2ecda2030ec,7811,1877
0fc04446-9eeb-4c96-9f24-b6909b83bb75,11352,3325
a951a4b8-cc9b-4e6f-bf5a-2a2e94278036,14554,4333
75fecde1-e538-4d46-ab4d-dca80fdd9c85,537,201
30436210-066c-493f-9e77-7ccca9efe97c,969,334
19965f37-0672-44b5-bb60-794e35472533,1181,297
994ba4d6-82bd-4faa-b53c-7ed4b0d5a3fa,17868,2618
e30464da-7468-4a35-9659-cb531563201f,238,67
e483d271-f1d0-44e4-b3ce-ec337c79d221,138,67
667f844c-750c-4173-8c82-3614f5fcc232,146,66
cc64784d-eb58-404f-8d80-1725e1156625,3303,1022
5a576a16-f455-4272-b282-dd6b61201166,4047,1364
d7c76f91-3228-4a7e-add4-9cf71e959f81,2959,937
e4e3cf15-36a4-42ca-8e4b-89aca294c88b,15666,3715
b8a5f585-661b-4562-a90f-423e6f53ee8a,3651,759
e0f91dda-8686-487e-b727-db2b3c519ca1,45,25
733dc878-4ae7-47d4-8ec7-e419198cc56d,572,161
b9b319d7-52b7-408f-9760-4e3fab90ad27,4073,1279
dbbdd99d-c580-4d89-979f-a24b50a92085,831,202
13f1d394-81d4-4c28-99b0-83f1124f4bf8,2180,994
5f4375e5-3e83-4eb6-a720-13a9352262d1,26688,4445
369da4e8-282b-4b03-aa80-28c307035930,7850,1656
b3035531-484c-47a5-a305-bb9aee808ff2,13656,3469
596496bf-4e3d-4af0-acf1-3fcb7ed39f0e,1768,610
34f81668-58f8-48f4-9e72-6e93bfc14c38,1218,295
30ffc83c-0f39-4d60-9ff8-83d8f78bc16d,5997,1559
5c99117a-50b8-4e03-8f39-72aa56261218,78,29
276dea93-2eb5-4823-b23e-1e8b85d9c972,2415,623
4bb8208b-0202-4f91-a87c-4992b6e3c9da,1,1
04dffa13-b95e-4e4b-9627-c6fe5c864cfb,1262,499
26b5ad38-1f30-4977-b58b-b72fc8671896,3338,1556
0931a508-9a37-45c4-ba27-dcf22b947326,699,192
bbbbc04d-76a0-412b-8b6d-88bb6f18ffe7,1203,301
60c1ac35-660b-4325-b642-f71365c9789d,1690,521
aa56f2d8-12b8-40a8-ad49-62c91697708f,319,87
0203948c-e87c-4be9-bb48-3359f3e12cc7,3141,594
f7d9ae87-e351-4b6b-ada0-affa4f837874,1794,429
f8c6ffc7-05b5-4b40-b950-970e77d0612f,641,198
fee57107-f1c1-4ca9-ad8b-05e6d63d965d,967,230
d2832959-8058-40d5-bb27-daa648a15a6a,6098,1828
d46fc57d-1497-4872-825d-5f739290700f,3920,1135
932a2c05-9043-40cf-99bc-1b08913b356e,4115,1215
e3a49206-7d46-44c7-ab3b-3bbe8c46e596,1311,317
dabb58ca-53a9-42f7-ba0d-4f4dc935b456,4049,1056
ebafe281-12a9-4945-ac9c-e9b1cfc6a8dd,36347,3974
cb2aad96-2363-46db-9aff-8617aa392bb2,5612,1853
7b1c35f6-5aab-4b15-83bc-bd601497c736,4315,1201
32b757af-bcff-40cb-8bc8-bdf98fd3f4e4,4183,1036
985de8ae-b525-4fc2-818d-e81bdd4e9a48,3584,1153
8a8ee144-0b22-4b6d-9878-35d91820a236,252,132
88c451ec-b118-4cb2-b344-24e02840091b,5626,1769
786dfbce-1bb3-4611-b560-1441e2804316,3811,502
77639eea-b2dc-4602-97cc-7c7773bb8954,9277,2007
c2e76b56-2090-4c70-8b95-926e88d751a2,427,172
6aeca4ed-cb27-4c20-8158-70ded68377d9,382,134
732bbe04-a533-4c24-92f3-8f533acca0e5,355,116
745dc7c7-ecb6-4781-9cb0-66d0882277c5,742,156
56aae0b5-07e3-4b1b-b251-2e5325558d9e,6045,1033
f5b416cf-6de1-490f-a6d7-a9e7de6ae59b,5238,936
3b5b9286-48d1-4564-8d44-855a3a106e6a,4673,880
63cbd490-8eec-4f6c-9c22-9139c0c9e54e,24,12
97a37f14-73ae-46d4-9c4e-16df2573cba0,248,64
3a9bc273-8a5a-4da0-a06a-7bf76703215e,2848,1130
20d68cc1-ae24-455e-9e35-4d34797b94b2,443,146
d344fc54-c656-44bd-8eec-66bfd6275c39,195,78
f32a1270-7d92-4f34-824b-20c4ab0ee8ed,114,55
256a936c-6f6e-4e9d-be54-12c767814296,209,93
01879c7c-eacf-4136-8852-7d4c12c8ecb9,128,41
9846b42a-53a9-4b8e-af8c-da73c6330029,20530,4817
139aeac8-ce1e-4df2-b16d-4cacc3e63616,4612,1079
965b5278-ed5a-4b51-86df-88ed5fa55a0c,222,85
80c66f38-7cfe-41df-b096-26362ade79fa,11971,3359
acf31797-2540-4ef6-a37e-6343f7f91727,4701,867
a68cb9d3-4ce5-407c-ad98-caef335ecef0,205,65
7611e238-e76c-496b-a4c4-4bfe41c3db6d,20244,3571
5112061b-9367-483a-ac35-281c0d42f3da,650,220
efc3a152-0327-48d6-8f72-4a1d90c65954,4801,1327
0237cd41-4a46-413a-8900-0f74d65e722c,7687,1927
05425537-eb70-4878-a0cc-d55d36e1279e,3068,603
65fe0ca8-c6c4-4aee-b5b8-2912155f70fa,854,174
8696609d-1853-451f-a45d-000634b94086,207,51
6f114b36-1289-48a4-9265-b16bdc0ca94a,1,1
99397581-6252-4829-9337-bc5227c66a34,1216,414
0fb8530a-89fd-45dc-ae1a-435830535805,675,87
5b0f4048-7706-4596-8f9e-d65e418e3851,8626,2435
af201fc3-6334-42eb-89b9-a111a5a0702d,10196,2793
ad423473-a0ea-4327-bf23-b91e0111de20,2458,604
33194e2c-d8f7-4049-8e89-e1fc5c0b7f38,98,39
fe9716eb-3192-4163-94de-fa4d199f75a2,43,7
f7e35d21-4519-4eb6-b336-4a79d23bce0e,22153,4288
752a14bb-9508-4d50-bc07-b13d736b890b,2378,390
d9ab4e64-6048-4386-96e4-3194639d0c22,17823,3636
1fc9c861-74b4-4e96-842c-1b0316b95ba7,22100,4452
3aba8a65-f0f3-430a-9b37-a3479994ae8c,12620,3268
22a9e9ec-2e0d-4ca6-b109-9701a1f165a9,15862,3368
adc73168-9602-4f05-94f6-e6737a49a0a1,30791,5841
d1dd7405-4118-4ea4-b29b-ed6763e6e8db,34,15
bc0b5e10-bfd8-4c43-9c99-e07d6a3ff43b,757,202
44faec4c-560c-47f3-a0d0-f14c28a4a998,16200,3974
e73b4b7c-77d7-4897-a2a5-a96c20a3847d,9230,3996
f95cde71-a4bf-4075-97ef-7990b900e60f,19459,7467
54278a61-5d3c-45b7-a136-29f9c2f48541,2912,1048
0d237c3d-5e9f-41e2-9ad7-a53bc583796a,7032,1016
dcb79b05-ca33-47d1-8a96-ab9c4d69513d,436,71
d0062a37-faa4-4966-8334-bc8672a0631f,960,244
7fdd9439-dce1-4d58-9377-c98b8091a659,3588,1280
dcd52cca-ab0f-4883-83bd-0f21fd3f3712,683,155
44f55e82-e92c-445a-bb8e-734427fab15f,136,43
42642535-6ecb-41d5-b92e-61045fe98f1f,905,241
6f78ebc1-6f5c-4fe1-a442-de51164e8b42,3590,670
2eecadf8-e39a-4b91-81c4-94b5d5659038,3009,1152
bec9497b-ad30-4370-a836-354667871f99,596,176
32238970-f266-4551-a35c-10ccb3eaa1ba,1421,405
de34b222-b839-404b-8814-8c6b7d8a5f37,681,231
50a24958-352b-4a2f-8a53-6b64036247f4,2317,902
9b72f86a-3473-41a8-9063-fffb5f2bce52,729,208
2be018b9-80e6-467d-adb6-65eec93e106a,5382,1501
387fd824-8685-4d44-b0a3-4049ecbbe704,6518,1281
f9cf544d-7438-48fb-90dd-790eed5686d8,597,226
e4cb27ff-b080-4b13-8a13-4b1ed9c11968,9257,1699
41f039df-829f-4da9-a4be-66c32aafb5ca,519,255
45a43180-cb91-4c2a-a284-a0d9b725c2be,4329,847
02d0646c-e579-424b-a01b-09555cf89940,5776,1228
4ab0a82b-14e4-474c-a6d6-cd8ffc750da2,91336,16967
78d0451d-b519-4829-afcb-1e251323ef3e,940,304
fe49cd48-c456-443e-9410-f512b0aa8338,3450,1227
c90479ca-6dc7-4ef7-8be7-96813439162a,6581,1294
d684af62-85c4-4109-8e05-2478ecb48f7a,6867,1445
ceb69d04-e18a-473e-91e2-7fc28435709d,990,635
61933fc3-bfce-4473-9855-6d9268c6dfc1,314,68
ce720fe5-16d5-43a1-b066-4f4647277f96,378,85
bc944bfd-0a6a-4a82-bbcf-38b92726d577,1384,305
0ee0ff63-6173-4242-a1fb-530f30d947de,10058,2209
9052373c-67dc-4f23-84e3-1578a0cf80f7,3012,872
0ec61a4b-f9bc-4fd8-bf1b-5d032c55ac45,830,231
bff3eab0-dd05-4964-9f76-ad05f16a43b8,1968,409
c6eb5ab9-3eda-4402-9143-274bc2bf51a7,918,264
32bc8f03-6b78-466d-b630-14f4189d209e,1234,381
792715c5-05df-4c97-926c-c465ed1eba92,4349,968
7ba732b7-00ce-4dbb-b731-0acca453bc21,13179,3186
f67684a2-90ef-4bb6-ac30-97970a64b646,3433,1134
86c3aeda-8bd8-4139-b780-ce3ff5a61a0a,4771,1259
62f43f90-4f5e-4826-8f44-c2d9240466d8,4676,1326
4e94a22b-f679-443b-af9e-00f82f3b91e5,147,19
26b4f69a-c663-47f9-a67f-79faa235eda3,219,67
72aae87d-46e6-4115-bc53-4d4d0619d82c,286,83
