mbid,tempo,danceability,key,key_scale,loudness,dynamic_complexity
95f5eb66-651e-4509-ae60-9b8f6b9170cb,163.968688965,1.1603564024,A,major,0.825682938099,3.84913277626
0e8eb17e-673b-481a-a992-821bbe0023b2,131.966186523,1.21673643589,G#,major,0.908503174782,3.40040206909
32603dbd-0e51-4e3b-8c02-191f3bb20d03,83.9094924927,1.02123749256,A#,major,0.533132255077,4.91951751709
fe6a1a2e-c849-4f55-817c-dbb29bd6f94a,98.9689712524,1.21744251251,G#,major,0.935541391373,3.40101742744
3e200ee0-7aa8-4aea-9933-1f044fa5b03f,79.9816589355,1.02723181248,D#,major,0.84557133913,3.22149038315
1786cc68-33d2-4272-8856-28c8ae7d039a,86.5383224487,1.11381399632,G#,major,0.960635602474,2.35868024826
572d6cff-7263-4a4f-b96f-4a3d113eb3d7,87.8591842651,1.06569445133,D#,major,0.889056503773,4.4502530098
e3992adf-61e5-4541-974f-dbe7667cc007,126.063674927,0.870891571045,F,major,0.761974036694,6.14756679535
9dea15ba-69f3-4338-8e27-dcf78e91acc9,144.894805908,1.1869635582,E,major,0.879283607006,2.73020410538
a134f46b-77dd-4542-a360-cd31a6fd30c4,101.969711304,1.02622151375,D,major,0.540091753006,4.81054401398
fbcfe52f-4960-4bd0-a528-2df0b237443a,102.86138916,1.35703623295,C#,major,0.956431031227,3.78053832054
4c60cdc1-10b4-4ed7-8395-72b8ed9d2d1d,92.4514389038,1.4236638546,C#,minor,0.93425911665,2.57564330101
fe7e33e3-59f4-4204-9512-17ed30c1e9bc,93.0119400024,1.22252106667,F,major,0.939142584801,3.21950697899
258506f1-4e06-43bc-a34c-b65c16ee99e7,106.416717529,1.10123050213,C,minor,0.850867092609,4.47223997116
bb26388c-5bec-4431-b648-81b8deb02a7a,133.478515625,1.29522848129,A,minor,0.867863714695,3.862814188
f9ea1415-5672-4de6-b3ee-f83e777cd1c3,150.021316528,1.06361722946,A,major,0.941740095615,2.89697027206
8566d68c-02c1-44fd-a233-ba50f094242d,178.20526123,0.894519865513,G,major,0.95442378521,3.56104230881
68423dfc-4222-479c-806c-e5815c4d89c5,139.893081665,1.2091562748,A#,major,0.946804404259,2.55880904198
763b3ef6-a919-4288-ac9f-a884cae3dfb0,75.2585296631,0.9674077034,C#,major,0.33641153574,5.28265285492
93498a1c-e60c-4647-aa7f-b5ddbc7d195f,139.942474365,1.15212500095,F#,major,0.94806009531,3.22410035133
17b26133-c0fc-4503-ace8-6a3a5c3097ab,115.563842773,1.31903481483,D,major,0.831969201565,4.75205421448
36dbdd40-d7b5-4761-98a6-98a66420f9bb,139.988815308,1.0818810463,B,major,0.948213100433,2.33412718773
119ce9ab-276c-4a90-8a79-694338c42c6a,135.147567749,1.00447201729,E,major,0.472117841244,7.29002380371
c668a9e7-9773-4f1b-81e6-ed4026aa40fa,150.5025177,1.25795221329,F,major,0.95196378231,3.10801696777
704ba36c-2966-4157-ab35-06ec05d4ed0d,107.981369019,1.1698268652,C,major,0.556942284107,4.86900043488
11a701d7-0277-4818-a00d-94d06599f6dc,97.4089279175,1.02824413776,E,major,0.73053830862,3.52619719505
f192e7d5-0d73-486a-a746-2ae587098123,154.720703125,0.849622428417,A#,major,0.31952214241,8.30643177032
c161cf6e-4bcf-4a46-970d-c3a7201eb450,126.890060425,1.31859755516,E,major,0.948973298073,3.27823114395
